timestamp,polybag_id,fase,dosis_pupuk_gram,volume_air_ml,nitrogen,fosfor,kalium
2026-05-06 15:41:28,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:41:44,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:41:59,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:42:14,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:42:29,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:42:44,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:42:59,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:43:15,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:43:30,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:43:45,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:44:00,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:44:15,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:44:31,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:44:46,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:45:01,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:45:16,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:45:31,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:45:46,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:46:02,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:46:17,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:46:32,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:46:47,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:47:02,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:47:17,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:47:33,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:47:48,Polybag-A,akhir,0,0,10,14,28
2026-05-06 15:48:03,Polybag-A,akhir,0,0,10,14,28
2026-05-05 15:45:02,Polybag-B,sebelum_pemupukan,1,0,2,3,7
2026-05-05 15:45:18,Polybag-B,sebelum_pemupukan,1,0,17,24,49
2026-05-05 15:45:42,Polybag-B,sebelum_pemupukan,1,0,18,25,50
2026-05-05 15:45:57,Polybag-B,sebelum_pemupukan,1,0,18,25,50
2026-05-05 15:46:12,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:46:27,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:46:43,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:46:58,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:47:13,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:47:28,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:47:43,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:47:58,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:48:14,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:48:29,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:48:44,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:48:59,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:49:14,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:49:30,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:49:45,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:50:00,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:50:15,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:50:30,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:50:45,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:51:01,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:51:16,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:51:31,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:51:46,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:52:01,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:52:17,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:52:32,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:52:47,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:53:02,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:53:17,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:53:32,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:53:48,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:54:03,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:54:18,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:54:33,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:54:48,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-05 15:55:04,Polybag-B,sebelum_pemupukan,1,0,18,25,51
2026-05-06 15:53:35,Polybag-B,akhir,1,30,0,0,0
2026-05-06 15:53:51,Polybag-B,akhir,1,30,0,0,0
2026-05-06 15:54:21,Polybag-B,akhir,1,30,30,42,85
2026-05-06 15:54:36,Polybag-B,akhir,1,30,30,42,85
2026-05-06 15:54:51,Polybag-B,akhir,1,30,30,42,85
2026-05-06 15:55:07,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:55:22,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:55:37,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:55:52,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:56:07,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:56:22,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:56:38,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:56:53,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:57:08,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:57:23,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:57:38,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:57:54,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:58:09,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:58:24,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:58:39,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:58:54,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:59:09,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:59:25,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:59:40,Polybag-B,akhir,1,30,30,43,86
2026-05-06 15:59:55,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:00:10,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:00:25,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:00:41,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:00:56,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:01:11,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:01:26,Polybag-B,akhir,1,30,31,43,86
2026-05-06 16:01:41,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:01:56,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:02:12,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:02:27,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:02:42,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:02:57,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:03:12,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:03:28,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:03:43,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:03:58,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:04:13,Polybag-B,akhir,1,30,31,43,86
2026-05-06 16:04:28,Polybag-B,akhir,1,30,30,43,86
2026-05-06 16:04:43,Polybag-B,akhir,1,30,31,43,86
2026-05-06 16:04:59,Polybag-B,akhir,1,30,30,43,86
2026-05-07 17:44:51,Polybag-C,akhir,2,40,29,41,82
2026-05-07 17:45:07,Polybag-C,akhir,2,40,33,46,92
2026-05-07 17:45:22,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:45:37,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:45:52,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:46:07,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:46:22,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:46:38,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:46:53,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:47:08,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:47:23,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:47:38,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:47:53,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:48:09,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:48:24,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:48:39,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:48:54,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:49:09,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:49:25,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:49:40,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:49:55,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:50:10,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:50:25,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:50:40,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:50:56,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:51:11,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:51:26,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:51:41,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:51:56,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:52:12,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:52:27,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:52:42,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:52:57,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:53:12,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:53:27,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:53:43,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:53:58,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:54:13,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:54:28,Polybag-C,akhir,2,40,33,46,93
2026-05-07 17:54:43,Polybag-C,akhir,2,40,33,46,93
2026-05-08 16:14:02,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:14:18,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:14:33,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:14:48,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:15:03,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:15:18,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:15:33,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:15:49,Polybag-D,akhir,3,40,37,53,106
2026-05-08 16:16:04,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:16:19,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:16:34,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:16:49,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:17:04,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:17:20,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:17:35,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:17:50,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:18:05,Polybag-D,akhir,3,40,37,53,106
2026-05-08 16:18:21,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:18:36,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:18:51,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:19:06,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:19:21,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:19:36,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:19:52,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:20:07,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:20:22,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:20:37,Polybag-D,akhir,3,40,37,53,106
2026-05-08 16:20:52,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:21:08,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:21:23,Polybag-D,akhir,3,40,37,53,106
2026-05-08 16:21:38,Polybag-D,akhir,3,40,37,53,106
2026-05-08 16:21:53,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:22:08,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:22:23,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:22:39,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:22:54,Polybag-D,akhir,3,40,37,53,106
2026-05-08 16:23:09,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:23:24,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:23:40,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:23:55,Polybag-D,akhir,3,40,37,53,106
2026-05-08 16:24:10,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:24:25,Polybag-D,akhir,3,40,37,52,105
2026-05-08 16:24:40,Polybag-D,akhir,3,40,37,52,105
2026-05-07 17:59:20,Polybag-E,akhir,4,40,31,44,88
2026-05-07 17:59:36,Polybag-E,akhir,4,40,31,44,88
2026-05-07 17:59:51,Polybag-E,akhir,4,40,31,44,88
2026-05-07 18:00:06,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:00:21,Polybag-E,akhir,4,40,31,44,88
2026-05-07 18:00:37,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:00:52,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:01:07,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:01:22,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:01:37,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:01:52,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:02:07,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:02:23,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:02:38,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:02:53,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:03:08,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:03:23,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:03:39,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:03:54,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:04:09,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:04:24,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:04:39,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:04:54,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:05:10,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:05:25,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:05:40,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:05:55,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:06:10,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:06:26,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:06:41,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:06:56,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:07:11,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:07:26,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:07:41,Polybag-E,akhir,4,40,31,44,89
2026-05-07 18:07:57,Polybag-E,akhir,4,40,31,44,89
2026-05-08 15:58:24,Polybag-E,akhir,4,40,0,0,0
2026-05-08 15:58:40,Polybag-E,akhir,4,40,0,0,0
2026-05-08 15:58:55,Polybag-E,akhir,4,40,0,0,0
2026-05-08 15:59:10,Polybag-E,akhir,4,40,0,0,0
2026-05-08 15:59:25,Polybag-E,akhir,4,40,0,0,0
2026-05-08 15:59:41,Polybag-E,akhir,4,40,0,0,0
2026-05-08 16:00:28,Polybag-F,akhir,5,40,0,0,0
2026-05-08 16:01:14,Polybag-F,akhir,5,40,40,56,112
2026-05-08 16:01:29,Polybag-F,akhir,5,40,42,58,117
2026-05-08 16:01:44,Polybag-F,akhir,5,40,42,58,117
2026-05-08 16:01:59,Polybag-F,akhir,5,40,42,58,117
2026-05-08 16:02:14,Polybag-F,akhir,5,40,42,58,117
2026-05-08 16:02:30,Polybag-F,akhir,5,40,42,58,117
2026-05-08 16:02:45,Polybag-F,akhir,5,40,42,58,117
2026-05-08 16:03:00,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:03:15,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:03:30,Polybag-F,akhir,5,40,42,58,117
2026-05-08 16:03:46,Polybag-F,akhir,5,40,42,58,117
2026-05-08 16:04:01,Polybag-F,akhir,5,40,42,58,117
2026-05-08 16:04:16,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:04:31,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:04:46,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:05:01,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:05:17,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:05:32,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:05:47,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:06:02,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:06:17,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:06:32,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:06:48,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:07:03,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:07:18,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:07:33,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:07:48,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:08:04,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:08:19,Polybag-F,akhir,5,40,42,58,117
2026-05-08 16:08:34,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:08:49,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:09:04,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:09:19,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:09:35,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:09:50,Polybag-F,akhir,5,40,42,59,118
2026-05-08 16:10:05,Polybag-F,akhir,5,40,42,59,118
